台灣頻道,#genre#
經典電影台,http://docker.livednow.dpdns.org/4gtv-live021/index.m3u8
Smart知識台,http://docker.livednow.dpdns.org/li-litv-longturn19/index.m3u8
Smart知識台,http://docker.livednow.dpdns.org/litv-longturn19/index.m3u8
原住民頻道,http://docker.livednow.dpdns.org/4gtv-live014/index.m3u8
豬哥亮歌廳秀,http://docker.livednow.dpdns.org/li-4gtv-4gtv006/index.m3u8
豬哥亮歌廳秀,http://docker.livednow.dpdns.org/4gtv-4gtv006/index.m3u8
信吉衛視,https://smart.pendy.dpdns.org/Smart.php?id=huanyutaiwan_twn
ARIRANG阿里郎頻道,https://smart.pendy.dpdns.org/Smart.php?id=arirang_twn
ARIRANG阿里郎頻道,http://docker.livednow.dpdns.org/li-4gtv-4gtv079/index.m3u8
ARIRANG阿里郎頻道,http://docker.livednow.dpdns.org/4gtv-4gtv079/index.m3u8
好消息TV,http://docker.livednow.dpdns.org/litv-ftv16/index.m3u8
好消息TV,http://docker.livednow.dpdns.org/li-litv-ftv16/index.m3u8
好消息TV,http://docker.livednow.dpdns.org/of-litv-ftv16/index.m3u8
好消息2台,https://smart.pendy.dpdns.org/Smart.php?id=good2_twn
好消息2台,http://docker.livednow.dpdns.org/litv-ftv17/index.m3u8
好消息2台,http://docker.livednow.dpdns.org/li-litv-ftv17/index.m3u8
好消息2台,http://docker.livednow.dpdns.org/of-litv-ftv17/index.m3u8
Discovery 探索亞洲,https://smart.pendy.dpdns.org/Smart.php?id=discoverytwn_twn
Discovery DMAX,https://smart.pendy.dpdns.org/Smart.php?id=natgeohd_twn
動物星球,https://smart.pendy.dpdns.org/Smart.php?id=animalplanet_twn
動物星球,http://live4play.uk/livehttpplay?channel_id=20106
美食星球,https://smart.pendy.dpdns.org/Smart.php?id=foodplanet_twn
MTV,https://smart.pendy.dpdns.org/Smart.php?id=mtvhd_twn
CLASSICA 古典樂,http://docker.livednow.dpdns.org/4gtv-4gtv059/index.m3u8
CLASSICA 古典樂,http://docker.livednow.dpdns.org/li-4gtv-4gtv059/index.m3u8
東森購物一台,http://docker.livednow.dpdns.org/4gtv-live047/index.m3u8
東森購物一台,http://docker.livednow.dpdns.org/4gtv-4gtv102/index.m3u8
東森購物一台,http://docker.livednow.dpdns.org/of-4gtv-4gtv102/index.m3u8
東森購物二台,http://docker.livednow.dpdns.org/4gtv-live046/index.m3u8
東森購物二台,http://docker.livednow.dpdns.org/4gtv-4gtv103/index.m3u8
東森購物二台,http://docker.livednow.dpdns.org/of-4gtv-4gtv103/index.m3u8
ELTV生活英語台,http://docker.livednow.dpdns.org/litv-longturn20/index.m3u8
ELTV生活英語台,http://docker.livednow.dpdns.org/li-litv-longturn20/index.m3u8
ELTV生活英語台,http://docker.livednow.dpdns.org/of-litv-longturn20/index.m3u8
視納華仁紀實頻道,http://docker.livednow.dpdns.org/4gtv-4gtv013/index.m3u8
視納華仁紀實頻道,http://docker.livednow.dpdns.org/li-4gtv-4gtv013/index.m3u8
達文西,http://docker.livednow.dpdns.org/4gtv-4gtv018/index.m3u8
達文西,http://docker.livednow.dpdns.org/li-4gtv-4gtv018/index.m3u8
東森幼幼YOYO TV,https://smart.pendy.dpdns.org/Smart.php?id=yoyo_twn
MOMO親子台,http://docker.livednow.dpdns.org/4gtv-live107/index.m3u8
MOMO親子台,http://docker.livednow.dpdns.org/4gtv-live107/index.m3u8
經典卡通台,http://docker.livednow.dpdns.org/4gtv-live022/index.m3u8
精選動漫台,http://docker.livednow.dpdns.org/4gtv-live024/index.m3u8
CN卡通頻道,https://smart.pendy.dpdns.org/Smart.php?id=momo1_twn
CN卡通頻道,http://live4play.uk/livehttpplay?channel_id=20048
CN卡通頻道,http://50.7.234.10:8278/momo1_twn/playlist.m3u8?ct=19225&tid=MA0A4898983648989836&tsum=bd109117d126916f203880b1f2063d5e
CN卡通頻道,http://198.16.100.186:8278/momo1_twn/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=1bcf38de8605c061c98d5e5c55163725
CN卡通頻道,http://50.7.234.10:8278/momo1_twn/playlist.m3u8?tid=MA0A4898983648989836&ct=19225&tsum=bd109117d126916f203880b1f2063d5e
尼克卡通,http://live4play.uk/livehttpplay?channel_id=20089
尼克卡通,http://108.181.20.197/livehttpplay?channel_id=20089
